feat0,feat1,feat2,depth,distance,MMAP
color,daisy,edge,None,d1,0.08014959137582753
color,daisy,edge,300,d1,0.10397829365110495
color,daisy,edge,200,d1,0.12868337098067584
color,daisy,edge,100,d1,0.1804024983039146
color,daisy,edge,50,d1,0.22744185353427526
color,daisy,edge,30,d1,0.2603266702957412
color,daisy,edge,10,d1,0.3000833333333333
color,daisy,edge,5,d1,0.30234722222222227
color,daisy,edge,3,d1,0.2913333333333333
color,daisy,edge,1,d1,0.252
color,daisy,gabor,None,d1,0.16805236795265524
color,daisy,gabor,300,d1,0.1961688339269861
color,daisy,gabor,200,d1,0.22939456596184862
color,daisy,gabor,100,d1,0.2792005695951563
color,daisy,gabor,50,d1,0.33844479629113344
color,daisy,gabor,30,d1,0.3751701981216052
color,daisy,gabor,10,d1,0.4430332901864449
color,daisy,gabor,5,d1,0.46763055555555555
color,daisy,gabor,3,d1,0.4668333333333333
color,daisy,gabor,1,d1,0.42400000000000004
color,daisy,hog,None,d1,0.15607802942673055
color,daisy,hog,300,d1,0.17999118364975947
color,daisy,hog,200,d1,0.2104743850436734
color,daisy,hog,100,d1,0.2596083227627091
color,daisy,hog,50,d1,0.31225048635639724
color,daisy,hog,30,d1,0.3548132232534352
color,daisy,hog,10,d1,0.4216092564247921
color,daisy,hog,5,d1,0.43814166666666665
color,daisy,hog,3,d1,0.4328333333333334
color,daisy,hog,1,d1,0.38799999999999996
color,daisy,vgg,None,d1,0.22487863392462992
color,daisy,vgg,300,d1,0.25791557684254324
color,daisy,vgg,200,d1,0.3044544522530146
color,daisy,vgg,100,d1,0.36992960761398086
color,daisy,vgg,50,d1,0.43534134399396407
color,daisy,vgg,30,d1,0.48493172751703567
color,daisy,vgg,10,d1,0.5836104554043839
color,daisy,vgg,5,d1,0.6216972222222222
color,daisy,vgg,3,d1,0.6275
color,daisy,vgg,1,d1,0.5820000000000001
color,daisy,res,None,d1,0.1917660994332034
color,daisy,res,300,d1,0.20668868615571184
color,daisy,res,200,d1,0.23549578878727762
color,daisy,res,100,d1,0.29413232781162835
color,daisy,res,50,d1,0.3459516451802772
color,daisy,res,30,d1,0.3903358551654724
color,daisy,res,10,d1,0.44733846905493957
color,daisy,res,5,d1,0.4701577206667506
color,daisy,res,3,d1,0.4690512730303752
color,daisy,res,1,d1,0.42785279563917344
color,edge,gabor,None,d1,0.08019856710884579
color,edge,gabor,300,d1,0.10392555673051153
color,edge,gabor,200,d1,0.128061509439039
color,edge,gabor,100,d1,0.18172026031688238
color,edge,gabor,50,d1,0.22559737737533284
color,edge,gabor,30,d1,0.2609334505344818
color,edge,gabor,10,d1,0.3025349603174603
color,edge,gabor,5,d1,0.3025305555555555
color,edge,gabor,3,d1,0.2936666666666667
color,edge,gabor,1,d1,0.254
color,edge,hog,None,d1,0.08008697653536447
color,edge,hog,300,d1,0.10369368455321266
color,edge,hog,200,d1,0.12797398961192974
color,edge,hog,100,d1,0.1799697919019564
color,edge,hog,50,d1,0.22624250726588385
color,edge,hog,30,d1,0.25847066339088803
color,edge,hog,10,d1,0.2973636111111111
color,edge,hog,5,d1,0.2991138888888889
color,edge,hog,3,d1,0.289
color,edge,hog,1,d1,0.24599999999999997
color,edge,vgg,None,d1,0.08085475650574528
color,edge,vgg,300,d1,0.10495538888390507
color,edge,vgg,200,d1,0.1290848627377245
color,edge,vgg,100,d1,0.17957701124783487
color,edge,vgg,50,d1,0.22771853043269943
color,edge,vgg,30,d1,0.26032099559476585
color,edge,vgg,10,d1,0.3080734126984127
color,edge,vgg,5,d1,0.3079805555555556
color,edge,vgg,3,d1,0.3005
color,edge,vgg,1,d1,0.258
color,edge,res,None,d1,0.08579181730389301
color,edge,res,300,d1,0.10615093020154763
color,edge,res,200,d1,0.13589482907194145
color,edge,res,100,d1,0.18260071861954727
color,edge,res,50,d1,0.23361063393778625
color,edge,res,30,d1,0.2623236992432522
color,edge,res,10,d1,0.31026650135401423
color,edge,res,5,d1,0.3083752607843939
color,edge,res,3,d1,0.2986067215378361
color,edge,res,1,d1,0.2591528923432948
color,gabor,hog,None,d1,0.16098163157336245
color,gabor,hog,300,d1,0.18597874670251346
color,gabor,hog,200,d1,0.2177161822951674
color,gabor,hog,100,d1,0.26712335289442374
color,gabor,hog,50,d1,0.32390600355548393
color,gabor,hog,30,d1,0.36342262613437953
color,gabor,hog,10,d1,0.43020657312925176
color,gabor,hog,5,d1,0.45454722222222216
color,gabor,hog,3,d1,0.44783333333333336
color,gabor,hog,1,d1,0.40399999999999997
color,gabor,vgg,None,d1,0.23102060322529414
color,gabor,vgg,300,d1,0.266702830798367
color,gabor,vgg,200,d1,0.31119737688588844
color,gabor,vgg,100,d1,0.3788465697236416
color,gabor,vgg,50,d1,0.4462572251236331
color,gabor,vgg,30,d1,0.49546553149804057
color,gabor,vgg,10,d1,0.5968336152053414
color,gabor,vgg,5,d1,0.6358722222222223
color,gabor,vgg,3,d1,0.6426666666666666
color,gabor,vgg,1,d1,0.594
color,gabor,res,None,d1,0.1974898680791384
color,gabor,res,300,d1,0.21305344349828229
color,gabor,res,200,d1,0.240882791669985
color,gabor,res,100,d1,0.3001669885146847
color,gabor,res,50,d1,0.35543071763210876
color,gabor,res,30,d1,0.399415482064776
color,gabor,res,10,d1,0.46142996321859214
color,gabor,res,5,d1,0.48334044096765333
color,gabor,res,3,d1,0.48166340310303163
color,gabor,res,1,d1,0.4330875112159942
color,hog,vgg,None,d1,0.21488094137222588
color,hog,vgg,300,d1,0.2467138660116979
color,hog,vgg,200,d1,0.28934715429912844
color,hog,vgg,100,d1,0.3554295516149923
color,hog,vgg,50,d1,0.4204653620243275
color,hog,vgg,30,d1,0.4708117536298267
color,hog,vgg,10,d1,0.5657409674981103
color,hog,vgg,5,d1,0.6021388888888889
color,hog,vgg,3,d1,0.6056666666666666
color,hog,vgg,1,d1,0.55
color,hog,res,None,d1,0.17971839709803084
color,hog,res,300,d1,0.19366942850455235
color,hog,res,200,d1,0.22177303779732416
color,hog,res,100,d1,0.2755696208068188
color,hog,res,50,d1,0.3283644622194227
color,hog,res,30,d1,0.3678614783522057
color,hog,res,10,d1,0.43100796965476784
color,hog,res,5,d1,0.4457199958423642
color,hog,res,3,d1,0.4426758934506613
color,hog,res,1,d1,0.3983001881159776
color,vgg,res,None,d1,0.2537482041404979
color,vgg,res,300,d1,0.27277673917051554
color,vgg,res,200,d1,0.31175240173075375
color,vgg,res,100,d1,0.3835922135515857
color,vgg,res,50,d1,0.44556843090603143
color,vgg,res,30,d1,0.4847568619093764
color,vgg,res,10,d1,0.5817803027233144
color,vgg,res,5,d1,0.6163689954404995
color,vgg,res,3,d1,0.6159812864294288
color,vgg,res,1,d1,0.5728554092965858
daisy,edge,gabor,None,d1,0.07796020090412743
daisy,edge,gabor,300,d1,0.10010982991575922
daisy,edge,gabor,200,d1,0.12261961119843594
daisy,edge,gabor,100,d1,0.16874382398728868
daisy,edge,gabor,50,d1,0.21394566799851628
daisy,edge,gabor,30,d1,0.2448483154500567
daisy,edge,gabor,10,d1,0.2803229497354497
daisy,edge,gabor,5,d1,0.2746722222222222
daisy,edge,gabor,3,d1,0.2658333333333333
daisy,edge,gabor,1,d1,0.22
daisy,edge,hog,None,d1,0.07860817775348342
daisy,edge,hog,300,d1,0.10189895078244113
daisy,edge,hog,200,d1,0.1250450348456809
daisy,edge,hog,100,d1,0.17890109823832528
daisy,edge,hog,50,d1,0.22273048151465308
daisy,edge,hog,30,d1,0.2533346849165358
daisy,edge,hog,10,d1,0.2888592857142857
daisy,edge,hog,5,d1,0.28554166666666664
daisy,edge,hog,3,d1,0.2781666666666667
daisy,edge,hog,1,d1,0.23600000000000002
daisy,edge,vgg,None,d1,0.07868009320583468
daisy,edge,vgg,300,d1,0.10149148131786138
daisy,edge,vgg,200,d1,0.1241616653450725
daisy,edge,vgg,100,d1,0.1722450901465072
daisy,edge,vgg,50,d1,0.21803447084925154
daisy,edge,vgg,30,d1,0.2506230927229295
daisy,edge,vgg,10,d1,0.2970299206349206
daisy,edge,vgg,5,d1,0.2935305555555555
daisy,edge,vgg,3,d1,0.284
daisy,edge,vgg,1,d1,0.23800000000000002
daisy,edge,res,None,d1,0.08351794877344614
daisy,edge,res,300,d1,0.10265752574183275
daisy,edge,res,200,d1,0.1346728759634854
daisy,edge,res,100,d1,0.17988687800006006
daisy,edge,res,50,d1,0.2258286431142778
daisy,edge,res,30,d1,0.25458372473248864
daisy,edge,res,10,d1,0.29591843587651123
daisy,edge,res,5,d1,0.2882083745689009
daisy,edge,res,3,d1,0.2810455156871565
daisy,edge,res,1,d1,0.24150376953627728
daisy,gabor,hog,None,d1,0.15363102145438928
daisy,gabor,hog,300,d1,0.18529826946397251
daisy,gabor,hog,200,d1,0.21540387181900084
daisy,gabor,hog,100,d1,0.2678227505315158
daisy,gabor,hog,50,d1,0.32815094609179346
daisy,gabor,hog,30,d1,0.37866507954470713
daisy,gabor,hog,10,d1,0.46171593915343917
daisy,gabor,hog,5,d1,0.486175
daisy,gabor,hog,3,d1,0.48016666666666663
daisy,gabor,hog,1,d1,0.4139999999999999
daisy,gabor,vgg,None,d1,0.5291323302304257
daisy,gabor,vgg,300,d1,0.5568655929226382
daisy,gabor,vgg,200,d1,0.5842365774436405
daisy,gabor,vgg,100,d1,0.6340986397596025
daisy,gabor,vgg,50,d1,0.7014128673792074
daisy,gabor,vgg,30,d1,0.7549682139646235
daisy,gabor,vgg,10,d1,0.8577558440413202
daisy,gabor,vgg,5,d1,0.894375
daisy,gabor,vgg,3,d1,0.9071666666666666
daisy,gabor,vgg,1,d1,0.888
daisy,gabor,res,None,d1,0.3733109383614371
daisy,gabor,res,300,d1,0.40479575567277915
daisy,gabor,res,200,d1,0.4520150569406538
daisy,gabor,res,100,d1,0.5318569274625665
daisy,gabor,res,50,d1,0.6117978300953858
daisy,gabor,res,30,d1,0.6716569793032757
daisy,gabor,res,10,d1,0.7848812680009426
daisy,gabor,res,5,d1,0.82665935769907
daisy,gabor,res,3,d1,0.8406683861517452
daisy,gabor,res,1,d1,0.8223581684912954
daisy,hog,vgg,None,d1,0.4504487795386808
daisy,hog,vgg,300,d1,0.5176263198768731
daisy,hog,vgg,200,d1,0.5473806987940352
daisy,hog,vgg,100,d1,0.6031617319810286
daisy,hog,vgg,50,d1,0.6647983944242896
daisy,hog,vgg,30,d1,0.7152590161498462
daisy,hog,vgg,10,d1,0.820681432350718
daisy,hog,vgg,5,d1,0.8583638888888889
daisy,hog,vgg,3,d1,0.8723333333333332
daisy,hog,vgg,1,d1,0.8519999999999999
daisy,hog,res,None,d1,0.32480703184139886
daisy,hog,res,300,d1,0.3859846156377621
daisy,hog,res,200,d1,0.4290005929359908
daisy,hog,res,100,d1,0.4784716177586353
daisy,hog,res,50,d1,0.539544254569991
daisy,hog,res,30,d1,0.5855853735496802
daisy,hog,res,10,d1,0.6963450045419372
daisy,hog,res,5,d1,0.7354715894757692
daisy,hog,res,3,d1,0.7398384389661479
daisy,hog,res,1,d1,0.6934976437391298
daisy,vgg,res,None,d1,0.6158712957817708
daisy,vgg,res,300,d1,0.6340206587376386
daisy,vgg,res,200,d1,0.654097076040662
daisy,vgg,res,100,d1,0.6927443849106264
daisy,vgg,res,50,d1,0.7495070964005478
daisy,vgg,res,30,d1,0.7955566643036807
daisy,vgg,res,10,d1,0.8794885698371114
daisy,vgg,res,5,d1,0.9061225701335416
daisy,vgg,res,3,d1,0.9191320556521795
daisy,vgg,res,1,d1,0.907093598523939
edge,gabor,hog,None,d1,0.07720695527433025
edge,gabor,hog,300,d1,0.1000759180428272
edge,gabor,hog,200,d1,0.12239123385387338
edge,gabor,hog,100,d1,0.17000933020925482
edge,gabor,hog,50,d1,0.21511883392230388
edge,gabor,hog,30,d1,0.24163420540455238
edge,gabor,hog,10,d1,0.2789400661375661
edge,gabor,hog,5,d1,0.2745694444444444
edge,gabor,hog,3,d1,0.265
edge,gabor,hog,1,d1,0.21800000000000005
edge,gabor,vgg,None,d1,0.07782246319106542
edge,gabor,vgg,300,d1,0.10131057732969449
edge,gabor,vgg,200,d1,0.12401073777044953
edge,gabor,vgg,100,d1,0.1763384080993405
edge,gabor,vgg,50,d1,0.23037979661124988
edge,gabor,vgg,30,d1,0.2556321793960256
edge,gabor,vgg,10,d1,0.287625
edge,gabor,vgg,5,d1,0.2859
edge,gabor,vgg,3,d1,0.2803333333333333
edge,gabor,vgg,1,d1,0.23200000000000004
edge,gabor,res,None,d1,0.08377902205653959
edge,gabor,res,300,d1,0.1021775439851712
edge,gabor,res,200,d1,0.13133832451490507
edge,gabor,res,100,d1,0.17553055310541424
edge,gabor,res,50,d1,0.22679662951154694
edge,gabor,res,30,d1,0.25473493763780547
edge,gabor,res,10,d1,0.30096155518983175
edge,gabor,res,5,d1,0.2946360293482842
edge,gabor,res,3,d1,0.2839336175520386
edge,gabor,res,1,d1,0.24666358753046058
edge,hog,vgg,None,d1,0.07900593332972612
edge,hog,vgg,300,d1,0.10230279603476071
edge,hog,vgg,200,d1,0.12486039467345808
edge,hog,vgg,100,d1,0.17519963838976058
edge,hog,vgg,50,d1,0.21836171416992664
edge,hog,vgg,30,d1,0.2462325763941032
edge,hog,vgg,10,d1,0.29016517195767194
edge,hog,vgg,5,d1,0.28495000000000004
edge,hog,vgg,3,d1,0.2748333333333333
edge,hog,vgg,1,d1,0.23
edge,hog,res,None,d1,0.08418678306990927
edge,hog,res,300,d1,0.10389420865692367
edge,hog,res,200,d1,0.13375726721107228
edge,hog,res,100,d1,0.18014329917184996
edge,hog,res,50,d1,0.23329851464609214
edge,hog,res,30,d1,0.2570529732578777
edge,hog,res,10,d1,0.2974092765123402
edge,hog,res,5,d1,0.294859395441542
edge,hog,res,3,d1,0.28898024240980896
edge,hog,res,1,d1,0.24422034707638424
edge,vgg,res,None,d1,0.08422204612280869
edge,vgg,res,300,d1,0.1035067725662844
edge,vgg,res,200,d1,0.13192061330267976
edge,vgg,res,100,d1,0.1782078031698253
edge,vgg,res,50,d1,0.22763958167838333
edge,vgg,res,30,d1,0.261335245480563
edge,vgg,res,10,d1,0.2968530900324115
edge,vgg,res,5,d1,0.29730962238751196
edge,vgg,res,3,d1,0.2859775684125529
edge,vgg,res,1,d1,0.24929530720397594
gabor,hog,vgg,None,d1,0.4420041361119498
gabor,hog,vgg,300,d1,0.4970757866716023
gabor,hog,vgg,200,d1,0.5348132558924129
gabor,hog,vgg,100,d1,0.5962377661964503
gabor,hog,vgg,50,d1,0.6641069356274282
gabor,hog,vgg,30,d1,0.7116104242233727
gabor,hog,vgg,10,d1,0.8261667444570421
gabor,hog,vgg,5,d1,0.8649111111111111
gabor,hog,vgg,3,d1,0.8809999999999998
gabor,hog,vgg,1,d1,0.8660000000000001
gabor,hog,res,None,d1,0.31117271839736615
gabor,hog,res,300,d1,0.36071365191093446
gabor,hog,res,200,d1,0.40426569197654144
gabor,hog,res,100,d1,0.47167098453184453
gabor,hog,res,50,d1,0.5386866265527562
gabor,hog,res,30,d1,0.585156349981098
gabor,hog,res,10,d1,0.6824392355290538
gabor,hog,res,5,d1,0.7121159136080446
gabor,hog,res,3,d1,0.7218254902562178
gabor,hog,res,1,d1,0.6922494196549924
gabor,vgg,res,None,d1,0.6295448786274005
gabor,vgg,res,300,d1,0.644111594003971
gabor,vgg,res,200,d1,0.6689459783714274
gabor,vgg,res,100,d1,0.7146108675525226
gabor,vgg,res,50,d1,0.7680414328875906
gabor,vgg,res,30,d1,0.811127502782155
gabor,vgg,res,10,d1,0.8927069018701848
gabor,vgg,res,5,d1,0.9233993452826269
gabor,vgg,res,3,d1,0.9274773430903461
gabor,vgg,res,1,d1,0.9198041248397285
hog,vgg,res,None,d1,0.4938207110984428
hog,vgg,res,300,d1,0.540236909874009
hog,vgg,res,200,d1,0.5777970499590486
hog,vgg,res,100,d1,0.6280176448521538
hog,vgg,res,50,d1,0.6828641519277121
hog,vgg,res,30,d1,0.7326174455482318
hog,vgg,res,10,d1,0.8223200040767843
hog,vgg,res,5,d1,0.8530176862797216
hog,vgg,res,3,d1,0.8670083784178211
hog,vgg,res,1,d1,0.8444864590174187